14682169344.000001, 312296352.000000, 262627392.000000, 194265424.000000, 122518192.000000, 62340140.000000, 21953072.000000, 2994652.500000, 546443.000000, 6556613.500000, 13203882.000000, 15783945.000000, 13350982.000000, 7912780.000000, 2792187.750000, 188706.015625, 549611.312500, 2740054.750000, 4910361.000000, 5680497.000000, 4562065.000000, 2529811.000000, 703351.562500, 306.578674, 544656.750000, 1757074.625000, 2780349.750000, 2911388.500000, 2164376.500000, 1062663.625000, 187265.968750, 37975.824219, 564874.000000, 1334527.125000, 1871079.000000, 1799899.500000, 1190654.625000, 462674.593750, 36535.687500, 104522.554688, 584249.187500, 1123187.000000, 1367736.500000, 1177982.125000, 714373.687500, 208936.750000, 6750.708984, 176608.343750, 585608.687500, 977866.062500, 1074910.500000, 822438.250000, 418888.968750, 89851.632813, 25678.218750, 257525.625000, 620578.937500, 833931.187500, 772124.562500, 489615.375000, 177945.468750, 64534.531250, 195710.734375, 431616.125000
17095824384.000001, 1830997.625000, 450643.437500, 200287.984375, 119266.625000, 76003.257813, 49411.742188, 36636.265625, 30367.173828, 22942.708984, 18893.738281, 16571.259766, 12259.943359, 10933.375977, 8881.087891, 8418.780273, 9168.713867, 6617.776367, 6036.330078, 5432.480469, 4432.736328, 4677.770020, 4341.678223, 4320.720703, 3106.385010, 2993.272461, 2650.684570, 2661.891357, 2534.669922, 2125.287109, 2718.020020, 1929.381348, 1861.000000, 2144.152588, 2242.290771, 1602.857178, 2443.092285, 2151.277588, 2518.681396, 1169.848999, 2154.860596, 1318.288574, 1028.332275, 2442.898438, 2524.765381, 1138.295532, 1237.143555, 986.890137, 1345.285278, 1056.412109, 1178.841309, 1038.171631, 872.936646, 1305.323608, 1504.076660, 1064.642212, 1311.581299, 2143.674072, 960.403320, 671.006897, 441.243683, 1228.437744, 1161.633057, 764.127686
14983963648.000000, 1481807.625000, 374968.750000, 162185.140625, 97304.796875, 57784.964844, 47962.199219, 34315.046875, 26827.078125, 22543.341797, 15399.401367, 11118.332031, 9132.856445, 9522.310547, 8697.647461, 9294.587891, 4751.223633, 6215.287598, 4658.721191, 4688.863770, 5024.049805, 2904.774658, 3508.322510, 2820.825195, 2560.085205, 3120.192139, 2672.882324, 3198.777344, 1670.836426, 1011.466919, 3256.419434, 1879.980347, 2601.000000, 2388.815918, 1767.207275, 1136.033203, 1218.662476, 1384.238525, 1489.663940, 1693.754883, 1053.584839, 1587.831909, 1160.386230, 1083.605347, 1686.395020, 1703.825439, 1403.208130, 1288.606934, 2318.776367, 2231.555420, 1049.329834, 987.955017, 1357.889404, 1300.717285, 117.597076, 972.604492, 811.253113, 1339.133667, 954.739685, 864.304321, 1780.501831, 1401.827026, 1669.587158, 1439.738647
13152419840.000000, 1319903.250000, 335956.375000, 152292.312500, 82463.460938, 56140.292969, 36578.195313, 27904.835938, 20633.488281, 13186.996094, 14681.464844, 11488.028320, 10947.470703, 8410.586914, 8286.365234, 7359.683105, 4755.835449, 6091.724121, 5490.494629, 4128.925781, 4955.039063, 3865.786133, 2495.096191, 2386.074707, 2380.148438, 2611.062500, 1847.880127, 2054.218262, 2471.277344, 2278.095703, 1786.013428, 2308.201904, 296.000000, 1971.695923, 1216.851318, 375.114349, 1129.101807, 1392.146240, 1143.395874, 1182.012817, 1085.168945, 607.566040, 1169.000488, 912.861328, 795.020874, 949.881836, 1063.980835, 887.238525, 1684.164185, 924.537720, 1253.580322, 1068.047607, 995.657715, 979.004150, 1116.198608, 271.238373, 877.195984, 963.690125, 1569.564453, 1080.638550, 642.966003, 802.241638, 857.483521, 1301.982300
11545287680.000000, 1126749.750000, 286209.125000, 127742.773438, 66646.859375, 40875.527344, 31673.812500, 23727.144531, 16165.903320, 11918.915039, 14368.203125, 8945.492188, 8288.248047, 6798.073730, 6956.987793, 5802.811035, 3044.547607, 6176.970703, 3685.992188, 3442.544434, 3297.407959, 3826.145996, 2742.294678, 3368.262695, 1799.922729, 1972.518066, 1335.349854, 2754.502686, 1556.517090, 2014.768799, 1665.262939, 1621.690186, 761.000000, 1831.183838, 1471.200684, 961.281372, 1017.699768, 909.623169, 2138.409180, 818.141541, 918.760010, 783.848999, 1358.906372, 1359.710938, 1341.208984, 517.504150, 1218.544189, 213.889038, 985.452515, 1300.349854, 1022.790710, 1480.146362, 1079.588501, 834.143066, 675.505615, 464.987366, 983.412781, 690.090393, 780.702881, 1075.861328, 652.486206, 527.472656, 952.876282, 781.788574
15649509375.999999, 591675904.000000, 602990592.000000, 621339136.000000, 649272000.000000, 681072448.000000, 719517120.000000, 760743744.000000, 804748736.000000, 849412096.000000, 892225920.000000, 933005184.000000, 970098560.000000, 1000431744.000000, 1023707392.000000, 1039937216.000000, 1047664000.000000, 1046458304.000000, 1034977792.000000, 1014416256.000000, 985441472.000000, 946767552.000000, 900094272.000000, 847010688.000000, 787960384.000000, 722513216.000000, 655025664.000000, 586065920.000000, 516749760.000000, 447814336.000000, 381194688.000000, 318342176.000000, 259399616.000000, 206132704.000000, 158363648.000000, 117300696.000000, 82453984.000000, 54523712.000000, 32867624.000000, 17274496.000000, 7282549.500000, 2188670.250000, 1282221.500000, 3677913.500000, 8639269.000000, 15308705.000000, 22786022.000000, 30547464.000000, 37522552.000000, 43710012.000000, 48102624.000000, 50980436.000000, 51751184.000000, 50625824.000000, 47593432.000000, 42648548.000000, 36426676.000000, 29013572.000000, 21112792.000000, 13563149.000000, 7607762.000000, 4177184.000000, 3274862.250000, 3718231.500000
8978699264.000000, 181263648.000000, 205861472.000000, 237177536.000000, 285723168.000000, 359600928.000000, 476023040.000000, 667415616.000000, 1009560896.000000, 1697476864.000000, 3470802944.000000, 10610130944.000000, 177989320704.000020, 38959054848.000002, 6380908032.000000, 2615149568.000000, 1601209600.000000, 1384014976.000000, 1737708288.000000, 3230436096.000000, 10035568640.000000, 147543752703.999996, 59938570239.999998, 9880549376.000000, 4204641792.000000, 2425017344.000000, 1631748992.000000, 1199310848.000000, 933642368.000000, 757413760.000000, 632950208.000000, 542273408.000000, 472350624.000000, 419023328.000000, 370711008.000000, 337483008.000000, 308720800.000000, 283754336.000000, 263244640.000000, 245142848.000000, 229999984.000000, 216872912.000000, 204553120.000000, 195911920.000000, 185835856.000000, 177805472.000000, 170642448.000000, 164431600.000000, 158970384.000000, 154265488.000000, 149439088.000000, 145422976.000000, 141795920.000000, 139047072.000000, 136178096.000000, 134107352.000000, 132348440.000000, 130830792.000000, 129658320.000000, 128672824.000000, 128296432.000000, 127733080.000000, 127284864.000000, 127284944.000000
8524090368.000000, 61284096.000000, 76515392.000000, 102113592.000000, 143270592.000000, 207255200.000000, 310236192.000000, 482538112.000000, 793999488.000000, 1447785088.000000, 3109463040.000000, 10014191616.000000, 175661826048.000002, 39974465536.000001, 6761494016.000000, 2831855104.000000, 1738346240.000000, 1473957888.000000, 1788119168.000000, 3243848704.000000, 9983718400.000000, 147123011583.999991, 60262932479.999995, 10030757888.000000, 4308797440.000000, 2520450048.000000, 1707650048.000000, 1263839360.000000, 990772864.000000, 808365568.000000, 679886400.000000, 584753472.000000, 512211392.000000, 455299968.000000, 406625024.000000, 370352160.000000, 339200544.000000, 312880256.000000, 291009248.000000, 271397504.000000, 255318928.000000, 240780160.000000, 228558480.000000, 215235088.000000, 206792592.000000, 198332208.000000, 190541904.000000, 183676432.000000, 177667152.000000, 172408160.000000, 167293072.000000, 163055856.000000, 159236784.000000, 155637056.000000, 152780608.000000, 150251008.000000, 147456480.000000, 145626624.000000, 143645808.000000, 142306608.000000, 141314208.000000, 140189296.000000, 139701200.000000, 139406864.000000
5029788160.000000, 121040936.000000, 128075576.000000, 143440880.000000, 168826080.000000, 209505200.000000, 277116736.000000, 395043072.000000, 618093568.000000, 1101383936.000000, 2472068864.000000, 8541308928.000000, 167862665216.000009, 44646887423.999995, 9161517056.000000, 4749554176.000000, 3552410112.000000, 3369559552.000000, 3968998912.000000, 6059983872.000000, 14482636800.000000, 162575106048.000002, 51434975231.999999, 6796875776.000000, 2388886016.000000, 1166248576.000000, 681224640.000000, 443309984.000000, 310364544.000000, 229960608.000000, 177577296.000000, 141603312.000000, 115946696.000000, 96851680.000000, 85899720.000000, 73104896.000000, 64162064.000000, 57096964.000000, 51219376.000000, 46694920.000000, 42529616.000000, 39387804.000000, 36574608.000000, 33252044.000000, 31752632.000000, 29990412.000000, 28538260.000000, 27076344.000000, 25886872.000000, 25017858.000000, 23962028.000000, 23024050.000000, 22234942.000000, 21734984.000000, 21145132.000000, 20636044.000000, 20259254.000000, 19949048.000000, 19673464.000000, 19419322.000000, 19216874.000000, 19067444.000000, 18899014.000000, 18879418.000000
3730766336.000000, 268176480.000000, 288665440.000000, 329118176.000000, 392354912.000000, 489734848.000000, 641312832.000000, 887411392.000000, 1312919296.000000, 2159680768.000000, 4202062848.000000, 12098363392.000000, 185126240255.999994, 34987724800.000000, 4464011264.000000, 1155143040.000000, 278130944.000000, 47842488.000000, 245873072.000000, 1352198912.000000, 7098204160.000000, 137611853824.000001, 65495470079.999995, 11889174528.000000, 5382726656.000000, 3250542848.000000, 2249287424.000000, 1687384832.000000, 1334988032.000000, 1096471808.000000, 925349056.000000, 798562368.000000, 699239232.000000, 620697472.000000, 563058688.000000, 508689792.000000, 465541120.000000, 429888384.000000, 398694080.000000, 372531808.000000, 349525824.000000, 329414848.000000, 311569216.000000, 297967520.000000, 283861440.000000, 271337952.000000, 260326096.000000, 251266672.000000, 242676496.000000, 235139632.000000, 228001056.000000, 222090592.000000, 216477712.000000, 211913920.000000, 207948928.000000, 203889696.000000, 200874000.000000, 198112480.000000, 195733152.000000, 193633984.000000, 192061152.000000, 190901200.000000, 189793648.000000, 189499424.000000
